Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
4,21/03/2019,0,5,BLR ? MAA ? DEL,09:45,15:55,6h 10m,0,5,0.3483652762119504
6,21/03/2019,2,1,DEL ? BOM ? COK,13:00,21:00,8h,0,8,-0.15388951521984218
6,6/03/2019,2,1,DEL ? BOM ? COK,08:55,21:00,12h 5m,0,8,-0.10625704622322435
4,18/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 19 May,12h 55m,0,8,0.9547632468996617
4,1/04/2019,3,0,CCU ? DEL ? BLR,09:35,19:10,9h 35m,0,8,0.7848083427282976
6,27/06/2019,2,1,DEL ? BOM ? COK,10:20,01:30 28 Jun,15h 10m,0,8,0.4361612175873732
6,3/03/2019,2,1,DEL ? BOM ? COK,13:55,01:35 04 Mar,11h 40m,0,8,-0.29622322435174747
4,3/06/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,8,1.2239289740698986
8,27/06/2019,2,1,DEL ? PNQ ? COK,08:45,13:15,4h 30m,0,7,-0.050169109357384445
8,21/03/2019,3,0,CCU ? BLR,06:55,09:35,2h 40m,4,7,-0.5090191657271702
8,1/05/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,8,-0.6421927846674182
4,6/06/2019,3,0,CCU ? DEL ? BLR,09:35,09:45 07 Jun,24h 10m,0,8,-0.5916009019165727
1,15/05/2019,3,0,CCU ? BOM ? COK ? BLR,09:25,13:45 16 May,28h 20m,1,8,0.608793686583991
4,6/06/2019,4,3,BOM ? HYD,07:05,08:30,1h 25m,4,5,1.0090191657271703
4,27/05/2019,2,1,DEL ? BOM ? COK,18:15,04:25 28 May,10h 10m,0,5,-0.475901916572717
6,9/05/2019,2,1,DEL ? BOM ? COK,07:30,19:00,11h 30m,0,8,0.6378241262683202
1,15/05/2019,0,2,BLR ? DEL,13:20,16:10,2h 50m,4,8,0.2003945885005637
4,27/06/2019,2,1,DEL ? BOM ? COK,22:50,12:35 28 Jun,13h 45m,0,5,-0.44306651634723787
6,24/06/2019,2,1,DEL ? HYD ? COK,09:45,16:10,6h 25m,0,8,0.2663472378804961
4,15/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 16 May,12h 55m,0,8,0.17953776775648253
3,9/06/2019,3,0,CCU ? HYD ? BLR,19:20,23:45,4h 25m,0,8,0.9550450958286358
6,6/03/2019,2,1,DEL ? BOM ? COK,07:30,21:00,13h 30m,0,8,-0.5872322435174746
4,06/03/2019,0,5,BLR ? BOM ? DEL,08:55,09:00 07 Mar,24h 5m,0,5,0.9547632468996617
1,9/03/2019,2,1,DEL ? MAA ? COK,17:20,09:25 10 Mar,16h 5m,0,8,0.7525366403607666
0,15/05/2019,3,0,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,1,8,0.5697576099210823
0,15/05/2019,3,0,CCU ? BBI ? BLR,06:50,10:30,3h 40m,0,8,-0.44813979706877116
3,3/03/2019,2,1,DEL ? HYD ? COK,06:40,16:10,9h 30m,0,8,-0.4523675310033822
4,24/03/2019,3,0,CCU ? BOM ? BLR,13:55,18:10 25 Mar,28h 15m,0,5,0.0923055242390079
4,24/05/2019,3,0,CCU ? BOM ? BLR,20:00,09:20 25 May,13h 20m,0,5,0.38923337091319055
10,24/03/2019,3,0,CCU ? DEL ? BLR,17:00,10:50 25 Mar,17h 50m,0,8,0.3483652762119504
4,9/06/2019,3,0,CCU ? BOM ? BLR,20:00,16:20 10 Jun,20h 20m,0,8,0.6366967305524239
4,12/05/2019,3,0,CCU ? DEL ? BLR,17:00,21:05 13 May,28h 5m,0,8,0.8735907553551296
4,9/05/2019,2,1,DEL ? BOM ? COK,13:00,04:25 10 May,15h 25m,0,5,0.528325817361894
1,09/03/2019,0,5,BLR ? MAA ? DEL,11:50,23:55,12h 5m,0,8,0.5638387824126269
4,1/06/2019,2,1,DEL ? BOM ? COK,02:15,12:35,10h 20m,0,5,0.3664036076662909
4,27/05/2019,2,1,DEL ? BOM ? COK,16:00,04:25 28 May,12h 25m,0,5,0.2663472378804961
3,18/05/2019,2,1,DEL ? HYD ? COK,08:35,16:10,7h 35m,0,8,0.6378241262683202
10,3/04/2019,0,2,BLR ? DEL,09:45,12:35,2h 50m,4,8,-0.27198421645997745
3,21/04/2019,2,1,DEL ? HYD ? COK,07:35,12:10,4h 35m,0,8,-0.41840473506200676
6,9/05/2019,2,1,DEL ? BOM ? COK,08:00,19:15,11h 15m,0,5,-0.37612739571589626
3,15/04/2019,3,0,CCU ? BLR,15:30,18:05,2h 35m,4,8,0.2112457722660654
1,21/05/2019,2,1,DEL ? HYD ? BOM ? COK,17:15,19:15 22 May,26h,1,8,-0.5916009019165727
8,18/04/2019,3,0,CCU ? BLR,09:00,11:25,2h 25m,4,8,0.5073280721533259
3,21/05/2019,3,0,CCU ? BLR,17:15,19:50,2h 35m,4,8,-0.5916009019165727
4,1/04/2019,3,0,CCU ? BOM ? BLR,06:30,20:45,14h 15m,0,8,-0.5028184892897407
0,6/06/2019,3,0,CCU ? BLR,10:20,12:55,2h 35m,4,8,0.6072435174746336
4,3/06/2019,2,1,DEL ? BOM ? COK,20:55,19:00 04 Jun,22h 5m,0,5,-0.5445321307779031
6,3/03/2019,2,1,DEL ? BOM ? COK,19:00,01:35 04 Mar,6h 35m,0,8,0.2663472378804961
6,12/06/2019,2,1,DEL ? BOM ? COK,17:00,01:30 13 Jun,8h 30m,0,8,1.1841882750845547
4,15/06/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,04:25 16 Jun,18h 45m,1,8,-0.16544532130777903
1,12/05/2019,3,0,CCU ? BBI ? IXR ? DEL ? BLR,12:00,23:15 13 May,35h 15m,2,8,0.6541713641488163
10,21/06/2019,1,4,MAA ? CCU,07:05,09:20,2h 15m,4,8,0.36908117249154454
0,12/05/2019,3,0,CCU ? BLR,19:55,22:25,2h 30m,4,8,-0.6602311161217588
8,27/03/2019,3,0,CCU ? BLR,22:20,00:40 28 Mar,2h 20m,4,7,-0.40050732807215333
1,1/03/2019,3,0,CCU ? BLR,14:15,16:45,2h 30m,4,8,-0.6421927846674182
4,3/03/2019,2,1,DEL ? BOM ? COK,20:50,04:25 04 Mar,7h 35m,0,8,-0.2588782412626832
4,6/03/2019,2,1,DEL ? DED ? BOM ? COK,16:50,04:25 08 Mar,35h 35m,1,8,1.2488726042841036
1,27/03/2019,2,1,DEL ? BLR ? COK,20:30,23:00 28 Mar,26h 30m,0,8,1.6255636978579482
6,27/03/2019,2,1,DEL ? BOM ? COK,04:00,15:30,11h 30m,0,8,-0.4720969560315671
4,21/03/2019,2,1,DEL ? MAA ? BOM ? COK,16:10,18:50 22 Mar,26h 40m,1,5,-0.2912908680947012
3,1/06/2019,0,2,BLR ? DEL,21:15,00:15 02 Jun,3h,4,8,0.050169109357384445
3,18/03/2019,4,3,BOM ? HYD,16:55,18:25,1h 30m,4,8,-0.6241544532130778
4,24/03/2019,0,5,BLR ? DEL,11:10,14:05,2h 55m,4,8,-0.7323844419391207
6,9/03/2019,2,1,DEL ? HYD ? MAA ? COK,07:05,21:20,14h 15m,1,8,-0.16107666290868095
1,09/03/2019,0,5,BLR ? CCU ? DEL,05:50,22:45,16h 55m,0,8,0.03494926719278467
4,21/03/2019,0,5,BLR ? BOM ? DEL,08:00,20:20,12h 20m,0,5,0.32201240135287484
4,27/06/2019,2,1,DEL ? AMD ? BOM ? COK,13:25,19:00 28 Jun,29h 35m,1,5,-0.07609921082299888
4,01/03/2019,0,5,BLR ? BOM ? DEL,22:50,19:10 02 Mar,20h 20m,0,8,0.39148816234498307
4,9/05/2019,2,1,DEL ? ATQ ? BOM ? COK,20:00,04:25 10 May,8h 25m,1,8,2.4468714768883877
6,24/06/2019,2,1,DEL ? BOM ? COK,11:40,01:30 25 Jun,13h 50m,0,5,1.1120349492671928
4,6/06/2019,2,1,DEL ? BDQ ? BOM ? COK,18:25,04:25 07 Jun,10h,1,8,-0.362880496054115
4,9/06/2019,2,1,DEL ? BOM ? COK,09:00,04:25 10 Jun,19h 25m,0,5,0.82652198421646
4,9/06/2019,2,1,DEL ? BOM ? COK,15:00,19:00 10 Jun,28h,0,5,0.2663472378804961
3,12/05/2019,0,2,BLR ? DEL,04:00,06:50,2h 50m,4,8,0.2663472378804961
4,21/05/2019,2,1,DEL ? BOM ? COK,19:15,12:35 22 May,17h 20m,0,5,-0.6241544532130778
3,15/05/2019,0,2,BLR ? DEL,01:30,04:15,2h 45m,4,8,0.6378241262683202
3,15/03/2019,0,5,BLR ? DEL,21:20,00:15 16 Mar,2h 55m,4,8,-0.6979988726042841
4,01/03/2019,0,5,BLR ? BOM ? DEL,05:45,19:10,13h 25m,0,8,-0.047773393461104846
4,12/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 13 May,12h 55m,0,8,2.7649379932356255
4,21/05/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 22 May,9h 45m,0,8,0.7848083427282976
4,12/05/2019,3,0,CCU ? BOM ? BLR,18:55,16:20 13 May,21h 25m,0,5,0.8478015783540023
3,3/03/2019,2,1,DEL ? HYD ? COK,06:40,22:20,15h 40m,0,8,0.3483652762119504
3,6/06/2019,1,4,MAA ? CCU,22:05,00:25 07 Jun,2h 20m,4,8,0.4549041713641488
4,3/06/2019,2,1,DEL ? BOM ? COK,14:00,04:25 04 Jun,14h 25m,0,5,-0.4361612175873732
3,03/03/2019,0,5,BLR ? DEL,04:00,06:50,2h 50m,4,8,0.2663472378804961
4,3/06/2019,2,1,DEL ? BOM ? COK,21:50,04:25 04 Jun,6h 35m,0,5,-0.31397970687711385
4,12/05/2019,3,0,CCU ? BOM ? BLR,06:30,04:40 13 May,22h 10m,0,8,0.6378241262683202
4,18/05/2019,2,1,DEL ? BOM ? COK,14:00,04:25 19 May,14h 25m,0,5,0.7848083427282976
8,3/04/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,7,0.5638387824126269
1,18/05/2019,3,0,CCU ? JAI ? BOM ? BLR,08:20,07:55 19 May,23h 35m,1,8,-0.6385287485907554
4,01/03/2019,0,5,BLR ? BOM ? DEL,11:40,00:45 02 Mar,13h 5m,0,8,0.32764937993235627
8,1/06/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,7,2.6096392333709133
3,27/05/2019,2,1,DEL ? PNQ ? COK,23:30,04:35 28 May,5h 5m,0,8,-0.8733089064261556
1,24/05/2019,4,3,BOM ? HYD,21:05,22:25,1h 20m,4,8,0.1555806087936866
4,15/06/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,04:25 16 Jun,22h 55m,1,5,-0.7429537767756482
8,18/05/2019,4,3,BOM ? HYD,22:45,00:15 19 May,1h 30m,4,8,0.28128523111612175
8,15/04/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,7,-0.8955749718151071
1,21/05/2019,2,1,DEL ? NAG ? BOM ? COK,05:55,19:15 22 May,37h 20m,1,8,-0.6385287485907554
8,09/03/2019,0,5,BLR ? DEL,05:45,08:35,2h 50m,4,8,0.29890078917700114
3,18/06/2019,0,2,BLR ? DEL,23:30,02:20 19 Jun,2h 50m,4,8,-0.45744081172491546
1,6/03/2019,2,1,DEL ? HYD ? BOM ? COK,07:05,19:15 07 Mar,36h 10m,1,8,-0.6241544532130778
1,21/03/2019,2,1,DEL ? BOM ? COK,10:00,19:15,9h 15m,0,8,0.44813979706877116
1,1/03/2019,4,3,BOM ? HYD,15:00,16:25,1h 25m,4,8,-0.061724915445321306
3,12/06/2019,2,1,DEL ? PNQ ? COK,23:30,04:35 13 Jun,5h 5m,0,8,-0.32130777903043967
10,9/03/2019,1,4,MAA ? CCU,07:05,09:20,2h 15m,4,8,0.2452085682074408
4,3/06/2019,2,1,DEL ? IDR ? BOM ? COK,21:25,12:35 04 Jun,15h 10m,1,5,-0.24591319052987598
4,01/03/2019,0,5,BLR ? BOM ? DEL,22:50,00:45 03 Mar,25h 55m,0,8,0.44179819616685456
4,12/03/2019,0,5,BLR ? BOM ? DEL,05:45,11:25,5h 40m,0,8,2.6096392333709133
4,1/04/2019,3,0,CCU ? BOM ? BLR,21:10,04:40 02 Apr,7h 30m,0,8,0.7673337091319054
10,6/06/2019,3,0,CCU ? DEL ? BLR,17:00,10:45 07 Jun,17h 45m,0,8,0.7034949267192785
3,9/05/2019,1,4,MAA ? CCU,22:05,00:25 10 May,2h 20m,4,8,0.11485343855693349
1,12/03/2019,0,5,BLR ? AMD ? DEL,00:30,08:45,8h 15m,0,8,-0.4361612175873732
0,12/06/2019,3,0,CCU ? BBI ? BLR,06:50,10:30,3h 40m,0,8,0.7215332581736189
2,9/06/2019,2,1,DEL ? BOM ? COK,07:00,12:55,5h 55m,0,8,-0.4523675310033822
1,3/06/2019,3,0,CCU ? BLR,14:15,16:45,2h 30m,4,8,-0.3487880496054115
4,06/03/2019,0,5,BLR ? BOM ? DEL,16:55,10:25 07 Mar,17h 30m,0,8,-0.40332581736189405
6,21/05/2019,2,1,DEL ? BOM ? COK,11:40,01:30 22 May,13h 50m,0,8,1.2526775648252537
1,21/06/2019,1,4,MAA ? CCU,11:40,13:55,2h 15m,4,8,-0.125
4,15/05/2019,3,0,CCU ? DEL ? BLR,20:25,18:00 16 May,21h 35m,0,8,-0.5221251409244645
3,27/05/2019,2,1,DEL ? BOM ? COK,16:00,01:30 28 May,9h 30m,0,8,0.8144024802705749
4,21/03/2019,2,1,DEL ? BOM ? COK,19:45,04:25 22 Mar,8h 40m,0,8,-0.18658399098083428
6,15/06/2019,2,1,DEL ? IDR ? BOM ? COK,15:05,01:30 16 Jun,10h 25m,1,8,0.5897688838782412
1,03/03/2019,0,5,BLR ? CCU ? GAU ? DEL,11:05,22:10 07 Mar,35h 5m,1,8,1.0700394588500564
6,3/03/2019,2,1,DEL ? HYD ? MAA ? COK,07:05,21:20,14h 15m,1,8,0.4818207440811725
3,21/04/2019,0,2,BLR ? DEL,16:55,19:55,3h,4,8,-0.011414881623449832
10,12/05/2019,3,0,CCU ? DEL ? BLR,17:00,18:50 13 May,25h 50m,0,8,-0.4766065388951522
0,12/04/2019,3,0,CCU ? BLR,22:50,01:20 13 Apr,2h 30m,4,8,0.10752536640360767
4,21/05/2019,3,0,CCU ? BOM ? BLR,20:00,04:40 22 May,8h 40m,0,5,-0.5584836527621195
6,27/05/2019,2,1,DEL ? BOM ? COK,09:00,19:00,10h,0,8,0.3483652762119504
6,27/05/2019,2,1,DEL ? BOM ? COK,07:30,19:00,11h 30m,0,8,0.2867812852311161
4,24/05/2019,3,0,CCU ? BOM ? BLR,21:10,04:40 25 May,7h 30m,0,5,0.13289177001127395
3,21/03/2019,2,1,DEL ? BOM ? COK,18:35,01:35 22 Mar,7h,0,8,0.18193348365276213
8,15/05/2019,1,4,MAA ? CCU,09:45,12:00,2h 15m,4,8,0.12570462232243518
3,24/06/2019,2,1,DEL ? HYD ? COK,05:05,12:10,7h 5m,0,8,-0.6729143179255919
6,9/05/2019,2,1,DEL ? BOM ? COK,17:30,01:30 10 May,8h,0,8,-0.27198421645997745
3,1/05/2019,3,0,CCU ? NAG ? BLR,18:05,23:30,5h 25m,0,8,0.9450394588500564
4,12/06/2019,2,1,DEL ? BOM ? COK,13:00,12:35 13 Jun,23h 35m,0,5,-0.3035512965050733
6,9/03/2019,2,1,DEL ? BOM ? COK,19:00,01:35 10 Mar,6h 35m,0,8,0.2663472378804961
4,24/06/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,8,0.7476042841037204
4,3/06/2019,2,1,DEL ? BOM ? COK,17:30,12:35 04 Jun,19h 5m,0,5,-0.050169109357384445
8,27/06/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,8,0.2663472378804961
8,27/06/2019,2,1,DEL ? PNQ ? COK,08:45,13:15,4h 30m,0,8,-0.6340191657271702
8,15/05/2019,4,3,BOM ? HYD,22:45,00:15 16 May,1h 30m,4,8,-0.5016910935738444
3,21/03/2019,3,0,CCU ? BLR,20:25,23:05,2h 40m,4,8,-0.8955749718151071
1,15/06/2019,2,1,DEL ? AMD ? BOM ? COK,05:00,07:40 16 Jun,26h 40m,1,8,-0.5510146561443067
1,21/03/2019,0,5,BLR ? VGA ? DEL,10:30,22:55,12h 25m,0,8,0.26197857948139797
1,24/06/2019,2,1,DEL ? HYD ? BOM ? COK,17:15,07:40 25 Jun,14h 25m,1,8,-0.28029875986471253
3,24/03/2019,0,5,BLR ? DEL,18:55,21:45,2h 50m,4,8,0.5097237880496054
4,21/04/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,8,-0.15064825253664035
4,21/06/2019,4,3,BOM ? HYD,08:45,10:15,1h 30m,4,5,-0.16107666290868095
6,15/06/2019,2,1,DEL ? BOM ? COK,13:00,21:00,8h,0,8,-0.475901916572717
1,15/05/2019,3,0,CCU ? GAU ? DEL ? BLR,16:45,12:30 16 May,19h 45m,1,8,-0.1358511837655017
0,24/03/2019,0,5,BLR ? DEL,23:25,02:10 28 Mar,2h 45m,4,8,0.9284103720405863
3,1/06/2019,2,1,DEL ? HYD ? COK,06:50,16:10,9h 20m,0,8,-0.548196166854566
4,12/05/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,5,-0.27198421645997745
4,27/05/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,12:35 28 May,26h 55m,1,8,-0.31397970687711385
1,21/05/2019,2,1,DEL ? GOI ? BOM ? COK,22:00,19:15 22 May,21h 15m,1,8,0.9522266065388951
3,3/04/2019,0,2,BLR ? DEL,20:00,22:50,2h 50m,4,8,0.26197857948139797
3,9/06/2019,0,2,BLR ? DEL,08:30,11:20,2h 50m,4,8,-0.500140924464487
4,21/05/2019,2,1,DEL ? BOM ? COK,11:30,04:25 22 May,16h 55m,0,5,-0.500140924464487
4,1/05/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,8,0.6378241262683202
1,9/03/2019,2,1,DEL ? BHO ? BOM ? COK,05:55,07:40 10 Mar,25h 45m,1,8,-0.37965050732807215
4,15/05/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,5,0.8611894024802705
6,15/06/2019,2,1,DEL ? HYD ? COK,13:15,22:30,9h 15m,0,8,-0.8658399098083427
6,6/03/2019,2,1,DEL ? BOM ? COK,09:55,21:00,11h 5m,0,5,-0.04988726042841037
8,24/04/2019,2,1,DEL ? MAA ? COK,15:45,22:05,6h 20m,0,8,0.9532130777903044
1,12/06/2019,2,1,DEL ? CCU ? BOM ? COK,14:25,19:15 13 Jun,28h 50m,1,8,-0.3930383314543405
1,15/03/2019,0,5,BLR ? COK ? DEL,06:55,10:50 16 Mar,27h 55m,0,8,0.705890642615558
4,9/05/2019,3,0,CCU ? BOM ? BLR,20:00,08:15 10 May,12h 15m,0,5,-0.06200676437429538
4,18/05/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,04:25 19 May,22h 55m,1,5,-0.08666854565952649
8,9/06/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,7,0.6562852311161218
1,03/03/2019,0,5,BLR ? DEL,13:20,16:10,2h 50m,4,8,-0.6385287485907554
1,21/05/2019,4,3,BOM ? HYD,21:05,22:25,1h 20m,4,8,0.25986471251409243
1,21/03/2019,2,1,DEL ? HYD ? BOM ? COK,17:15,19:15 22 Mar,26h,1,8,-0.7429537767756482
1,01/03/2019,0,5,BLR ? CCU ? DEL,11:05,19:50,8h 45m,0,0,-0.01789740698985344
4,1/06/2019,2,1,DEL ? BDQ ? BOM ? COK,18:25,12:35 02 Jun,18h 10m,1,8,0.8768320180383314
1,21/05/2019,3,0,CCU ? JAI ? DEL ? BLR,08:20,23:15,14h 55m,1,8,0.82652198421646
4,9/06/2019,2,1,DEL ? BOM ? COK,20:55,04:25 10 Jun,7h 30m,0,8,0.6753100338218715
4,21/05/2019,3,0,CCU ? BOM ? BLR,21:10,16:20 22 May,19h 10m,0,5,0.923337091319053
4,6/05/2019,3,0,CCU ? GAU ? BLR,10:20,17:35,7h 15m,0,5,0.3483652762119504
10,24/05/2019,3,0,CCU ? DEL ? BLR,07:10,18:50,11h 40m,0,8,-0.1843291995490417
6,24/06/2019,2,1,DEL ? BOM ? COK,10:35,19:15,8h 40m,0,8,0.16671364148816234
6,9/06/2019,2,1,DEL ? BOM ? COK,08:00,19:00,11h,0,8,-0.17150507328072154
0,18/05/2019,2,1,DEL ? BLR ? COK,16:45,07:10 19 May,14h 25m,0,8,0.5383314543404735
3,27/06/2019,2,1,DEL ? HYD ? COK,07:35,12:10,4h 35m,0,8,-0.1436020293122886
6,15/06/2019,2,1,DEL ? IXU ? BOM ? COK,17:50,01:30 16 Jun,7h 40m,1,8,-0.46758737316798193
4,6/06/2019,3,0,CCU ? BOM ? BLR,06:30,18:15,11h 45m,0,5,1.4251691093573844
4,18/05/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,5,0.3483652762119504
3,1/05/2019,4,3,BOM ? HYD,19:05,20:35,1h 30m,4,8,-0.31397970687711385
6,27/03/2019,2,1,DEL ? BOM ? COK,15:05,01:35 28 Mar,10h 30m,0,8,-0.7917136414881624
8,6/05/2019,3,0,CCU ? BLR,06:55,09:30,2h 35m,4,7,0.5573562570462233
4,18/05/2019,2,1,DEL ? BOM ? COK,22:50,04:25 19 May,5h 35m,0,5,-0.6385287485907554
3,21/05/2019,2,1,DEL ? BOM ? COK,09:15,21:00,11h 45m,0,8,0.5638387824126269
4,06/03/2019,0,5,BLR ? BOM ? DEL,11:40,07:40 07 Mar,20h,0,8,0.26197857948139797
3,9/06/2019,2,1,DEL ? LKO ? COK,21:50,03:35 10 Jun,5h 45m,0,8,-0.14853438556933485
8,6/06/2019,4,3,BOM ? HYD,05:45,07:15,1h 30m,4,8,1.1786922209695603
8,24/03/2019,1,4,MAA ? CCU,09:30,12:05,2h 35m,4,7,-0.3067925591882751
4,3/03/2019,2,1,DEL ? IDR ? BOM ? COK,05:25,04:25 05 Mar,47h,1,8,-0.7918545659526494
3,21/06/2019,2,1,DEL ? COK,21:05,00:20 22 Jun,3h 15m,4,8,-0.6433201803833145
1,1/06/2019,2,1,DEL ? GOI ? BOM ? COK,22:00,19:15 02 Jun,21h 15m,1,8,1.6476888387824127
4,6/05/2019,3,0,CCU ? DEL ? BLR,20:25,09:45 07 May,13h 20m,0,5,-0.4179819616685457
1,27/06/2019,0,2,BLR ? DEL,17:00,19:45,2h 45m,4,8,0.2915727170236753
10,21/03/2019,2,1,DEL ? COK,14:55,17:50,2h 55m,4,8,-0.043122886133032695
1,1/06/2019,2,1,DEL ? BLR ? COK,17:40,23:00,5h 20m,0,8,-0.1988444193912063
4,01/03/2019,0,5,BLR ? BOM ? DEL,11:40,09:00 02 Mar,21h 20m,0,8,-0.3926155580608794
4,12/05/2019,3,0,CCU ? BOM ? BLR,06:30,12:00,5h 30m,0,8,-0.13923337091319052
4,3/05/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,5,1.7514092446448704
8,18/03/2019,1,4,MAA ? CCU,09:30,12:05,2h 35m,4,7,0.7848083427282976
6,3/03/2019,2,1,DEL ? HYD ? COK,09:45,22:20,12h 35m,0,8,-0.44729425028184894
1,24/06/2019,2,1,DEL ? HYD ? MAA ? COK,07:05,09:25 25 Jun,26h 20m,1,8,-0.6433201803833145
4,21/06/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,5,0.770293122886133
4,12/06/2019,2,1,DEL ? BOM ? COK,21:50,04:25 13 Jun,6h 35m,0,5,0.3964205186020293
0,9/03/2019,3,0,CCU ? BLR,19:35,22:05,2h 30m,4,8,-0.16107666290868095
4,27/06/2019,2,1,DEL ? AMD ? BOM ? COK,13:25,12:35 28 Jun,23h 10m,1,8,0.2663472378804961
4,6/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 07 May,12h 55m,0,5,-0.5620067643742954
1,21/04/2019,2,1,DEL ? BLR ? COK,20:30,23:00 22 Apr,26h 30m,0,8,0.6266910935738444
3,1/06/2019,2,1,DEL ? HYD ? COK,11:55,22:30,10h 35m,0,8,-0.08666854565952649
3,18/05/2019,4,3,BOM ? HYD,20:05,21:40,1h 35m,4,8,-0.16882750845546787
4,12/06/2019,2,1,DEL ? JAI ? BOM ? COK,19:30,12:35 13 Jun,17h 5m,1,8,-0.23928974069898534
3,21/03/2019,4,3,BOM ? HYD,16:55,18:25,1h 30m,4,8,-0.8659808342728298
3,1/03/2019,3,0,CCU ? BLR,09:35,12:20,2h 45m,4,8,0.6541713641488163
4,1/04/2019,3,0,CCU ? BOM ? BLR,18:55,23:35 02 Apr,28h 40m,0,8,-0.7323844419391207
10,1/06/2019,1,4,MAA ? CCU,07:05,09:20,2h 15m,4,8,-0.25465050732807215
4,15/06/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,5,0.6072435174746336
3,6/03/2019,3,0,CCU ? BLR,20:25,23:05,2h 40m,4,8,-0.6602311161217588
6,3/06/2019,2,1,DEL ? BOM ? COK,11:25,19:00,7h 35m,0,8,-0.7274520856820744
10,24/05/2019,3,0,CCU ? DEL ? BLR,20:20,10:45 25 May,14h 25m,0,8,-0.5064825253664036
1,15/03/2019,0,5,BLR ? COK ? DEL,22:00,23:20 16 Mar,25h 20m,0,8,0.35301578354002255
4,12/05/2019,3,0,CCU ? BOM ? BLR,08:25,18:15,9h 50m,0,8,0.11485343855693349
1,6/05/2019,3,0,CCU ? GAU ? DEL ? BLR,16:45,08:55 07 May,16h 10m,1,8,-0.21448703494926719
10,9/05/2019,0,2,BLR ? DEL,07:00,09:40,2h 40m,4,8,0.903184892897407
4,24/05/2019,3,0,CCU ? BOM ? BLR,06:30,12:00,5h 30m,0,8,0.6841882750845547
4,6/05/2019,3,0,CCU ? DEL ? BLR,17:00,09:45 07 May,16h 45m,0,5,-0.5219842164599775
3,6/05/2019,0,2,BLR ? DEL,13:00,15:50,2h 50m,4,8,0.8182074408117249
6,1/06/2019,2,1,DEL ? BOM ? COK,07:30,19:00,11h 30m,0,8,-0.043122886133032695
4,18/05/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 19 May,9h 45m,0,5,-0.6241544532130778
4,12/06/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 13 Jun,12h 55m,0,8,0.39853438556933485
6,3/06/2019,2,1,DEL ? BOM ? COK,09:15,19:15,10h,0,8,0.03015783540022548
4,15/06/2019,2,1,DEL ? BOM ? COK,17:30,04:25 16 Jun,10h 55m,0,5,0.6583990980834273
6,24/06/2019,2,1,DEL ? IXU ? BOM ? COK,17:50,01:30 25 Jun,7h 40m,1,8,-0.038472378804960544
6,27/05/2019,2,1,DEL ? BOM ? COK,06:00,21:00,15h,0,8,0.2663472378804961
8,6/04/2019,3,0,CCU ? BLR,22:20,00:40 07 Apr,2h 20m,4,8,1.3955749718151071
3,21/06/2019,4,3,BOM ? HYD,21:20,22:50,1h 30m,4,8,0.0145152198421646
4,6/03/2019,2,1,DEL ? IDR ? BOM ? COK,05:25,19:45 07 Mar,38h 20m,1,5,-0.6340191657271702
1,3/05/2019,0,2,BLR ? DEL,06:10,08:55,2h 45m,4,8,-0.8659808342728298
1,21/03/2019,0,5,BLR ? MAA ? DEL,11:50,08:55 19 Mar,21h 5m,0,8,1.1297914317925593
3,09/03/2019,0,5,BLR ? DEL,21:20,00:15 13 Mar,2h 55m,4,8,-0.44306651634723787
0,24/03/2019,0,5,BLR ? DEL,05:50,08:40,2h 50m,4,8,-0.46223224351747466
10,21/05/2019,3,0,CCU ? DEL ? BLR,07:10,09:05 22 May,25h 55m,0,8,-0.5066234498308907
3,27/05/2019,0,2,BLR ? DEL,23:30,02:20 28 May,2h 50m,4,8,-0.7030721533258174
